stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,location_type,parent_station
10151,ATRI3,Atrium 3,,+41.954219,+08.795743,1,
20258,ATRI3,Atrium 3,,+41.954219,+08.795743,0,10151
20265,BALEO3,Baléone,,+41.953367,+08.801657,0,10124
10172,STA2,Saint Antoine,,+41.928671,+08.733221,1,
20292,STA2,Saint Antoine,,+41.928671,+08.733221,0,10172
20282,PRIMP4,Prince Impérial,,+41.934973,+08.745620,0,10012
20281,LSALI2,Les Salines,,+41.935057,+08.749655,0,10011
10171,CLSTP,Collège Lycée Saint Paul,,+41.934684,+08.744961,1,
20291,CLSTP1,Collège Lycée Saint Paul,,+41.934660,+08.744939,0,10171
20298,CLSTP2,Collège Lycée Saint Paul,,+41.934708,+08.744984,0,10171
10170,MOUL1,Moulins Blancs,,+41.937243,+08.737503,1,
20289,MOUL1,Moulins Blancs,,+41.937277,+08.737484,0,10170
20290,MOUL2,Moulins Blancs,,+41.937210,+08.737522,0,10170
10162,GAROU,Gare Routiere,,+41.922258,+08.739589,1,
20272,GAROU,Gare Routiere,,+41.922258,+08.739589,0,10162
